Country,Year,Emissions.Type.CO2,Emissions.Type.N2O,Emissions.Type.CH4
South Africa,2006,20500.0,75700.0,379000.0
South Africa,2007,20800.0,77200.0,399000.0
South Africa,2008,20000.0,78500.0,424000.0
South Africa,2009,19800.0,77500.0,401000.0
South Africa,2010,19800.0,77600.0,407000.0
South Africa,2011,19700.0,77300.0,389000.0
South Africa,2012,19900.0,78400.0,386000.0
Spain and Andorra,1970,15900.0,27500.0,144000.0
Spain and Andorra,1971,16700.0,28100.0,140000.0
Spain and Andorra,1972,17400.0,28600.0,153000.0
Spain and Andorra,1973,18400.0,28700.0,165000.0
Spain and Andorra,1974,19600.0,28700.0,178000.0
Spain and Andorra,1975,19600.0,28800.0,184000.0
Spain and Andorra,1976,20000.0,29200.0,202000.0
Spain and Andorra,1977,19700.0,30000.0,194000.0
Spain and Andorra,1978,21500.0,30400.0,192000.0
Spain and Andorra,1979,21800.0,30400.0,204000.0
Spain and Andorra,1980,22300.0,31000.0,214000.0
Spain and Andorra,1981,20800.0,31500.0,219000.0
Spain and Andorra,1982,21000.0,33600.0,213000.0
Spain and Andorra,1983,20300.0,33200.0,216000.0
Spain and Andorra,1984,21800.0,33400.0,205000.0
Spain and Andorra,1985,21600.0,33400.0,198000.0
Spain and Andorra,1986,22100.0,34500.0,202000.0
Spain and Andorra,1987,22200.0,33200.0,203000.0
Spain and Andorra,1988,22900.0,35700.0,207000.0
Spain and Andorra,1989,22500.0,35600.0,226000.0
Spain and Andorra,1990,22300.0,36100.0,230000.0
Spain and Andorra,1991,21800.0,36500.0,238000.0
Spain and Andorra,1992,20200.0,36800.0,246000.0
Spain and Andorra,1993,20600.0,36500.0,232000.0
Spain and Andorra,1994,21000.0,36800.0,242000.0
Spain and Andorra,1995,22100.0,37400.0,255000.0
Spain and Andorra,1996,23100.0,37800.0,245000.0
Spain and Andorra,1997,23500.0,39400.0,265000.0
Spain and Andorra,1998,24200.0,40100.0,274000.0
Spain and Andorra,1999,24600.0,40500.0,296000.0
Spain and Andorra,2000,24800.0,41300.0,312000.0
Spain and Andorra,2001,24200.0,42100.0,312000.0
Spain and Andorra,2002,24300.0,42800.0,330000.0
Spain and Andorra,2003,24800.0,42800.0,337000.0
Spain and Andorra,2004,24300.0,42800.0,354000.0
Spain and Andorra,2005,23600.0,42800.0,369000.0
Spain and Andorra,2006,23100.0,42900.0,360000.0
Spain and Andorra,2007,23400.0,43800.0,373000.0
Spain and Andorra,2008,22000.0,42700.0,341000.0
Spain and Andorra,2009,21600.0,43800.0,302000.0
Spain and Andorra,2010,21700.0,42600.0,288000.0
Spain and Andorra,2011,21100.0,42200.0,289000.0
Spain and Andorra,2012,21100.0,41900.0,279000.0
Sri Lanka,1970,1190.0,3130.0,13400.0
Sri Lanka,1971,1230.0,3180.0,13100.0
Sri Lanka,1972,1210.0,3790.0,12400.0
Sri Lanka,1973,1220.0,3950.0,12700.0
Sri Lanka,1974,1380.0,3410.0,14100.0
Sri Lanka,1975,1190.0,2990.0,12000.0
Sri Lanka,1976,1300.0,3060.0,12400.0
Sri Lanka,1977,1370.0,3300.0,13700.0
Sri Lanka,1978,1450.0,3900.0,14100.0
Sri Lanka,1979,1450.0,4220.0,13700.0
Sri Lanka,1980,1560.0,4210.0,13900.0
Sri Lanka,1981,1500.0,4340.0,14200.0
Sri Lanka,1982,1540.0,4940.0,13200.0
Sri Lanka,1983,1580.0,5050.0,13500.0
Sri Lanka,1984,1700.0,4430.0,14600.0
Sri Lanka,1985,1740.0,4030.0,14300.0
Sri Lanka,1986,1740.0,3980.0,14000.0
Sri Lanka,1987,1800.0,4560.0,12600.0
Sri Lanka,1988,1810.0,4390.0,13600.0
Sri Lanka,1989,1820.0,4180.0,12500.0
Sri Lanka,1990,1730.0,4240.0,13500.0
Sri Lanka,1991,1680.0,4420.0,12600.0
Sri Lanka,1992,1780.0,5510.0,12500.0
Sri Lanka,1993,1860.0,5400.0,12800.0
Sri Lanka,1994,1920.0,6200.0,13300.0
Sri Lanka,1995,1860.0,6230.0,13100.0
Sri Lanka,1996,1930.0,8790.0,11300.0
Sri Lanka,1997,1960.0,8760.0,11300.0
Sri Lanka,1998,1900.0,9050.0,10700.0
Sri Lanka,1999,2080.0,9990.0,11300.0
Sri Lanka,2000,2090.0,11400.0,10900.0
Sri Lanka,2001,2090.0,11300.0,10500.0
Sri Lanka,2002,2100.0,11900.0,10700.0
Sri Lanka,2003,2070.0,12800.0,11400.0
Sri Lanka,2004,2110.0,13300.0,10200.0
Sri Lanka,2005,2150.0,14500.0,11600.0
Sri Lanka,2006,2190.0,13000.0,11600.0
Sri Lanka,2007,2210.0,14300.0,11000.0
Sri Lanka,2008,2460.0,13600.0,12700.0
Sri Lanka,2009,2520.0,13300.0,11900.0
Sri Lanka,2010,2600.0,14900.0,12900.0
Sri Lanka,2011,2600.0,15500.0,13000.0
Sri Lanka,2012,2550.0,15800.0,12500.0
Sudan and South Sudan,1970,3440.0,8430.0,24400.0
Sudan and South Sudan,1971,3450.0,8590.0,25000.0
Sudan and South Sudan,1972,3730.0,9040.0,25400.0
Sudan and South Sudan,1973,4820.0,9440.0,27000.0
Sudan and South Sudan,1974,4550.0,9680.0,27600.0
Sudan and South Sudan,1975,3560.0,10500.0,29000.0
Sudan and South Sudan,1976,3450.0,10500.0,29400.0
Sudan and South Sudan,1977,3590.0,10300.0,29400.0
Sudan and South Sudan,1978,3260.0,10600.0,30400.0
Sudan and South Sudan,1979,3360.0,11500.0,32100.0
Sudan and South Sudan,1980,3960.0,12400.0,33700.0
Sudan and South Sudan,1981,3850.0,13000.0,35300.0
Sudan and South Sudan,1982,3980.0,13700.0,36900.0
Sudan and South Sudan,1983,4020.0,13500.0,37100.0
Sudan and South Sudan,1984,3660.0,14000.0,37800.0
Sudan and South Sudan,1985,4300.0,14200.0,38000.0
Sudan and South Sudan,1986,4200.0,13100.0,36200.0
Sudan and South Sudan,1987,3250.0,12800.0,36100.0
Sudan and South Sudan,1988,4670.0,13100.0,36200.0
Sudan and South Sudan,1989,4210.0,13200.0,36900.0
Sudan and South Sudan,1990,5590.0,13400.0,37200.0
Sudan and South Sudan,1991,4990.0,13800.0,38400.0
Sudan and South Sudan,1992,4730.0,15500.0,42200.0
Sudan and South Sudan,1993,3390.0,16900.0,45200.0
Sudan and South Sudan,1994,4970.0,18100.0,48600.0
Sudan and South Sudan,1995,4650.0,18300.0,49200.0
Sudan and South Sudan,1996,4580.0,19400.0,51000.0
Sudan and South Sudan,1997,5530.0,20200.0,53000.0
Sudan and South Sudan,1998,4970.0,20900.0,55000.0
Sudan and South Sudan,1999,5460.0,21800.0,57300.0
Sudan and South Sudan,2000,6130.0,22900.0,60000.0
Sudan and South Sudan,2001,6720.0,24100.0,62300.0
Sudan and South Sudan,2002,8240.0,24400.0,63700.0
Sudan and South Sudan,2003,8270.0,25400.0,66000.0
Sudan and South Sudan,2004,9370.0,25700.0,66900.0
Sudan and South Sudan,2005,10500.0,26600.0,68900.0
Sudan and South Sudan,2006,13000.0,26800.0,69700.0
Sudan and South Sudan,2007,14200.0,27000.0,70500.0
Sudan and South Sudan,2008,15000.0,27200.0,70800.0
Sudan and South Sudan,2009,15500.0,27300.0,71800.0
Sudan and South Sudan,2010,16300.0,27500.0,72600.0
Sudan and South Sudan,2011,16900.0,27700.0,72900.0
Sudan and South Sudan,2012,16500.0,27700.0,72400.0
Suriname,1970,128.0,683.0,1630.0
Suriname,1971,135.0,689.0,1590.0
Suriname,1972,136.0,644.0,1770.0
Suriname,1973,142.0,734.0,1990.0
Suriname,1974,138.0,710.0,1640.0
Suriname,1975,140.0,740.0,2050.0
Suriname,1976,146.0,740.0,1890.0
Suriname,1977,151.0,754.0,2030.0
Suriname,1978,163.0,819.0,2150.0
Suriname,1979,147.0,865.0,1920.0
Suriname,1980,143.0,935.0,1920.0
Suriname,1981,170.0,993.0,1740.0
Suriname,1982,181.0,1010.0,1540.0
Suriname,1983,171.0,994.0,1200.0
Suriname,1984,198.0,997.0,1150.0
Suriname,1985,190.0,990.0,1350.0
Suriname,1986,190.0,988.0,1380.0
Suriname,1987,188.0,944.0,1470.0
Suriname,1988,155.0,927.0,1380.0
Suriname,1989,149.0,928.0,1420.0
Suriname,1990,160.0,754.0,1650.0
Suriname,1991,161.0,821.0,1670.0
Suriname,1992,177.0,893.0,1630.0
Suriname,1993,167.0,787.0,1500.0
Suriname,1994,170.0,749.0,1490.0
Suriname,1995,172.0,783.0,1560.0
Suriname,1996,193.0,775.0,1580.0
Suriname,1997,192.0,693.0,1520.0
Suriname,1998,188.0,672.0,1600.0
Suriname,1999,186.0,663.0,1560.0
Suriname,2000,185.0,606.0,1710.0
Suriname,2001,185.0,654.0,1850.0
Suriname,2002,181.0,553.0,1890.0
Suriname,2003,181.0,632.0,1920.0
Suriname,2004,176.0,619.0,1860.0
Suriname,2005,176.0,568.0,1820.0
Suriname,2006,177.0,562.0,1850.0
Suriname,2007,173.0,546.0,1890.0
Suriname,2008,173.0,558.0,1860.0
Suriname,2009,179.0,648.0,1890.0
Suriname,2010,187.0,644.0,1990.0
Suriname,2011,190.0,675.0,2140.0
Suriname,2012,188.0,663.0,2160.0
Swaziland,1970,451.0,452.0,1060.0
Swaziland,1971,451.0,456.0,1070.0
Swaziland,1972,390.0,452.0,1120.0
Swaziland,1973,492.0,490.0,1160.0
Swaziland,1974,534.0,493.0,1180.0
Swaziland,1975,494.0,501.0,1210.0
Swaziland,1976,396.0,486.0,1270.0
Swaziland,1977,428.0,492.0,1230.0
Swaziland,1978,597.0,517.0,1260.0
Swaziland,1979,680.0,528.0,1290.0
Swaziland,1980,532.0,533.0,1290.0
Swaziland,1981,514.0,523.0,1290.0
Swaziland,1982,382.0,512.0,1270.0
Swaziland,1983,248.0,526.0,1310.0
Swaziland,1984,239.0,472.0,1280.0
Swaziland,1985,332.0,497.0,1310.0
Swaziland,1986,321.0,508.0,1340.0
Swaziland,1987,476.0,511.0,1330.0
Swaziland,1988,326.0,503.0,1320.0
Swaziland,1989,281.0,524.0,1350.0
Swaziland,1990,250.0,548.0,1330.0
Swaziland,1991,249.0,546.0,1440.0
Swaziland,1992,198.0,565.0,1470.0
Swaziland,1993,187.0,476.0,1330.0
Swaziland,1994,159.0,457.0,1370.0
Swaziland,1995,172.0,467.0,1380.0
Swaziland,1996,167.0,484.0,1450.0
Swaziland,1997,188.0,490.0,1400.0
Swaziland,1998,189.0,479.0,1340.0
Swaziland,1999,241.0,483.0,1430.0
Swaziland,2000,374.0,484.0,1370.0
Swaziland,2001,418.0,435.0,1310.0
Swaziland,2002,422.0,441.0,1330.0
Swaziland,2003,435.0,483.0,1390.0
Swaziland,2004,443.0,493.0,1470.0
Swaziland,2005,463.0,494.0,1460.0
Swaziland,2006,498.0,473.0,1400.0
Swaziland,2007,523.0,478.0,1440.0
Swaziland,2008,541.0,475.0,1390.0
Swaziland,2009,547.0,476.0,1330.0
Swaziland,2010,583.0,501.0,1250.0
Swaziland,2011,609.0,504.0,1260.0
Swaziland,2012,613.0,508.0,1280.0
Sweden,1970,6880.0,12600.0,96700.0
Sweden,1971,7230.0,12600.0,89300.0
Sweden,1972,7190.0,12800.0,89700.0
Sweden,1973,7510.0,13500.0,91600.0
Sweden,1974,7420.0,13600.0,84400.0
Sweden,1975,7480.0,13000.0,86000.0
Sweden,1976,7290.0,13000.0,92700.0
Sweden,1977,7280.0,12700.0,89200.0
Sweden,1978,7390.0,13100.0,83800.0
Sweden,1979,7420.0,13400.0,86700.0
Sweden,1980,7250.0,13500.0,79400.0
Sweden,1981,7160.0,13400.0,72000.0
Sweden,1982,7070.0,13000.0,65900.0
Sweden,1983,7220.0,13400.0,60200.0
Sweden,1984,7350.0,13700.0,59700.0
Sweden,1985,7230.0,13600.0,63700.0
Sweden,1986,6860.0,13500.0,65300.0
Sweden,1987,6650.0,13600.0,63400.0
Sweden,1988,6360.0,13700.0,61500.0
Sweden,1989,6410.0,13700.0,58700.0
Sweden,1990,6380.0,13600.0,58100.0
Sweden,1991,6220.0,13500.0,58700.0
Sweden,1992,6320.0,13500.0,61100.0
Sweden,1993,6460.0,13700.0,60800.0
Sweden,1994,6470.0,13700.0,63200.0
Sweden,1995,6300.0,13700.0,62900.0
Sweden,1996,6530.0,13500.0,68300.0
Sweden,1997,6380.0,13800.0,61900.0
Sweden,1998,6290.0,13700.0,63400.0
Sweden,1999,6120.0,13500.0,62300.0
Sweden,2000,6120.0,13700.0,58400.0
Sweden,2001,5790.0,13400.0,58400.0
Sweden,2002,5800.0,13300.0,59600.0
Sweden,2003,5770.0,13300.0,60200.0
Sweden,2004,5680.0,13600.0,58900.0
Sweden,2005,12300.0,13300.0,55900.0
Sweden,2006,13100.0,13500.0,55600.0
Sweden,2007,12700.0,13300.0,53000.0
Sweden,2008,11000.0,12800.0,51100.0
Sweden,2009,9990.0,12300.0,47500.0
Sweden,2010,10200.0,12500.0,53500.0
Sweden,2011,9630.0,12500.0,49000.0
Sweden,2012,8650.0,12300.0,47400.0
Switzerland and Liechtenstein,1970,2340.0,6060.0,41700.0
Switzerland and Liechtenstein,1971,2360.0,6040.0,43600.0
Switzerland and Liechtenstein,1972,2410.0,6100.0,44400.0
Switzerland and Liechtenstein,1973,2530.0,6320.0,47800.0
Switzerland and Liechtenstein,1974,2520.0,6370.0,43000.0
Switzerland and Liechtenstein,1975,2500.0,6290.0,40500.0
Switzerland and Liechtenstein,1976,2580.0,6380.0,42200.0
Switzerland and Liechtenstein,1977,2630.0,6410.0,42700.0
Switzerland and Liechtenstein,1978,2710.0,6410.0,43800.0
Switzerland and Liechtenstein,1979,2720.0,6460.0,42500.0
Switzerland and Liechtenstein,1980,2730.0,6510.0,43300.0
Switzerland and Liechtenstein,1981,2670.0,6380.0,40900.0
Switzerland and Liechtenstein,1982,2610.0,6370.0,38700.0
Switzerland and Liechtenstein,1983,2670.0,6430.0,42800.0
Switzerland and Liechtenstein,1984,2690.0,6460.0,42300.0
Switzerland and Liechtenstein,1985,2690.0,6450.0,45500.0
Switzerland and Liechtenstein,1986,2700.0,6420.0,45500.0
Switzerland and Liechtenstein,1987,2650.0,6330.0,43900.0
Switzerland and Liechtenstein,1988,2630.0,6350.0,43900.0
Switzerland and Liechtenstein,1989,2620.0,6390.0,43800.0
Switzerland and Liechtenstein,1990,2540.0,6410.0,46000.0
Switzerland and Liechtenstein,1991,2550.0,6380.0,48100.0
Switzerland and Liechtenstein,1992,2540.0,6220.0,48100.0
Switzerland and Liechtenstein,1993,2480.0,6030.0,45600.0
Switzerland and Liechtenstein,1994,2500.0,5920.0,44600.0
Switzerland and Liechtenstein,1995,2510.0,5890.0,45400.0
Switzerland and Liechtenstein,1996,2500.0,5880.0,46100.0
Switzerland and Liechtenstein,1997,2400.0,5660.0,44500.0
Switzerland and Liechtenstein,1998,2400.0,5590.0,46300.0
Switzerland and Liechtenstein,1999,2330.0,5480.0,46300.0
Switzerland and Liechtenstein,2000,2330.0,5400.0,45500.0
Switzerland and Liechtenstein,2001,2320.0,5470.0,46400.0
Switzerland and Liechtenstein,2002,2270.0,5500.0,45300.0
Switzerland and Liechtenstein,2003,2250.0,5430.0,46700.0
Switzerland and Liechtenstein,2004,2250.0,5630.0,47200.0
Switzerland and Liechtenstein,2005,2230.0,5820.0,47800.0
Switzerland and Liechtenstein,2006,2220.0,7000.0,47300.0
Switzerland and Liechtenstein,2007,2190.0,10100.0,45300.0
Switzerland and Liechtenstein,2008,2210.0,10900.0,46900.0
Switzerland and Liechtenstein,2009,2150.0,11300.0,45300.0
Switzerland and Liechtenstein,2010,2150.0,11100.0,47100.0
Switzerland and Liechtenstein,2011,2160.0,10500.0,43000.0
Switzerland and Liechtenstein,2012,2170.0,10200.0,43000.0
Syria,1970,1790.0,4360.0,6320.0
Syria,1971,1810.0,4540.0,6370.0
Syria,1972,1890.0,4520.0,6140.0
Syria,1973,1800.0,4480.0,5840.0
Syria,1974,2030.0,4670.0,7930.0
Syria,1975,2130.0,5240.0,9290.0
Syria,1976,2350.0,6560.0,10700.0
Syria,1977,2450.0,7320.0,11700.0
Syria,1978,2610.0,8080.0,12000.0
Syria,1979,2820.0,7300.0,15300.0
Syria,1980,3100.0,7390.0,14300.0
Syria,1981,3110.0,8260.0,16100.0
Syria,1982,3270.0,8430.0,19100.0
Syria,1983,3600.0,8600.0,22600.0
Syria,1984,3510.0,8380.0,25300.0
Syria,1985,3560.0,8110.0,22800.0
Syria,1986,3650.0,6360.0,23800.0
Syria,1987,3830.0,22500.0,30300.0
Syria,1988,4180.0,19600.0,29700.0
Syria,1989,4020.0,16600.0,28700.0
Syria,1990,4390.0,22700.0,33000.0
Syria,1991,4120.0,26500.0,36100.0
Syria,1992,4250.0,29900.0,35800.0
Syria,1993,4290.0,33100.0,36900.0
Syria,1994,4540.0,33700.0,38800.0
Syria,1995,4750.0,31700.0,40300.0
Syria,1996,4910.0,29900.0,43400.0
Syria,1997,4940.0,27700.0,43200.0
Syria,1998,5260.0,25900.0,46200.0
Syria,1999,5170.0,24300.0,45700.0
Syria,2000,5080.0,23200.0,46500.0
Syria,2001,4870.0,19300.0,45500.0
Syria,2002,5160.0,17500.0,46100.0
Syria,2003,5390.0,17400.0,46000.0
Syria,2004,5920.0,16800.0,48700.0
Syria,2005,6430.0,16800.0,58900.0
Syria,2006,6270.0,16600.0,61700.0
Syria,2007,6390.0,16900.0,64900.0
Syria,2008,6020.0,15800.0,66200.0
Syria,2009,5850.0,16700.0,62000.0
Syria,2010,5940.0,17000.0,61800.0
Syria,2011,6220.0,16500.0,56600.0
Syria,2012,5900.0,15200.0,53000.0
Taiwan,1970,1850.0,13400.0,36200.0
Taiwan,1971,1950.0,13200.0,36500.0
Taiwan,1972,2070.0,13000.0,41100.0
Taiwan,1973,2420.0,12800.0,45800.0
Taiwan,1974,2330.0,13100.0,44800.0
Taiwan,1975,2660.0,13200.0,48500.0
Taiwan,1976,2690.0,13400.0,57400.0
Taiwan,1977,2840.0,13400.0,61700.0
Taiwan,1978,3160.0,13100.0,70000.0
Taiwan,1979,3300.0,12800.0,74000.0
Taiwan,1980,3140.0,12100.0,81500.0
Taiwan,1981,3040.0,12200.0,75100.0
Taiwan,1982,2870.0,12000.0,74100.0
Taiwan,1983,3090.0,12000.0,79000.0
Taiwan,1984,3010.0,11500.0,81000.0
Taiwan,1985,3090.0,11500.0,80400.0
Taiwan,1986,3480.0,11300.0,93100.0
Taiwan,1987,3430.0,11100.0,98200.0
Taiwan,1988,3740.0,11100.0,114000.0
Taiwan,1989,3870.0,11100.0,124000.0
Taiwan,1990,4010.0,11000.0,126000.0
Taiwan,1991,4200.0,11000.0,135000.0
Taiwan,1992,4160.0,10900.0,143000.0
Taiwan,1993,4340.0,10700.0,154000.0
Taiwan,1994,4500.0,10700.0,162000.0
Taiwan,1995,4680.0,10800.0,171000.0
Taiwan,1996,4690.0,10700.0,181000.0
Taiwan,1997,4410.0,10900.0,195000.0
Taiwan,1998,4580.0,10500.0,205000.0
Taiwan,1999,4510.0,10400.0,213000.0
Taiwan,2000,4790.0,10400.0,231000.0
Taiwan,2001,4620.0,10400.0,236000.0
Taiwan,2002,4810.0,10300.0,245000.0
Taiwan,2003,4830.0,10100.0,255000.0
Taiwan,2004,4970.0,9970.0,264000.0
Taiwan,2005,5110.0,10100.0,271000.0
Taiwan,2006,5100.0,10200.0,280000.0
Taiwan,2007,5150.0,10200.0,282000.0
Taiwan,2008,4920.0,10000.0,270000.0
Taiwan,2009,5030.0,10100.0,256000.0
Taiwan,2010,5180.0,10000.0,273000.0
Taiwan,2011,5000.0,10200.0,272000.0
Taiwan,2012,4940.0,10300.0,273000.0
Tajikistan,1970,876.0,3160.0,7550.0
Tajikistan,1971,915.0,3290.0,7590.0
Tajikistan,1972,946.0,3390.0,7990.0
Tajikistan,1973,966.0,3470.0,8370.0
Tajikistan,1974,995.0,3570.0,8750.0
Tajikistan,1975,1030.0,3660.0,9450.0
Tajikistan,1976,1030.0,3690.0,9710.0
Tajikistan,1977,1030.0,3700.0,9960.0
Tajikistan,1978,1060.0,3930.0,10200.0
Tajikistan,1979,1070.0,3980.0,10500.0
Tajikistan,1980,1080.0,4030.0,11000.0
Tajikistan,1981,1090.0,4020.0,11000.0
Tajikistan,1982,1110.0,4060.0,11000.0
Tajikistan,1983,1140.0,4110.0,11200.0
Tajikistan,1984,1160.0,4190.0,11000.0
Tajikistan,1985,1180.0,4240.0,11500.0
Tajikistan,1986,1200.0,4270.0,12000.0
Tajikistan,1987,1220.0,4340.0,12100.0
Tajikistan,1988,1210.0,4370.0,12400.0
Tajikistan,1989,1210.0,4460.0,12500.0
Tajikistan,1990,1190.0,4450.0,12300.0
Tajikistan,1991,1620.0,4290.0,11700.0
Tajikistan,1992,1490.0,4240.0,8690.0
Tajikistan,1993,1270.0,3890.0,5820.0
Tajikistan,1994,1230.0,3830.0,3620.0
Tajikistan,1995,1190.0,3680.0,3080.0
Tajikistan,1996,1100.0,3480.0,2740.0
Tajikistan,1997,1150.0,3420.0,3050.0
Tajikistan,1998,1030.0,3310.0,3260.0
Tajikistan,1999,907.0,3320.0,3070.0
Tajikistan,2000,956.0,3340.0,2810.0
Tajikistan,2001,936.0,3390.0,2770.0
Tajikistan,2002,1070.0,3480.0,2840.0
Tajikistan,2003,1110.0,3620.0,2900.0
Tajikistan,2004,1160.0,3840.0,3450.0
Tajikistan,2005,1210.0,4110.0,3290.0
Tajikistan,2006,1230.0,4310.0,3590.0
Tajikistan,2007,1250.0,4510.0,4160.0
Tajikistan,2008,1420.0,5130.0,3850.0
Tajikistan,2009,1440.0,5450.0,3640.0
Tajikistan,2010,1460.0,5550.0,3730.0
Tajikistan,2011,1490.0,5740.0,3720.0
Tajikistan,2012,1560.0,6120.0,3700.0
Tanzania,1970,1570.0,5480.0,14400.0
Tanzania,1971,1580.0,5550.0,14600.0
Tanzania,1972,1840.0,5620.0,14700.0
Tanzania,1973,1920.0,5670.0,14800.0
Tanzania,1974,1760.0,5790.0,15100.0
Tanzania,1975,1650.0,5960.0,15600.0
Tanzania,1976,1590.0,6160.0,16300.0
Tanzania,1977,1630.0,6320.0,16600.0
Tanzania,1978,1700.0,6470.0,17000.0
Tanzania,1979,1790.0,6660.0,17400.0
Tanzania,1980,1770.0,6730.0,17600.0
Tanzania,1981,1790.0,6940.0,18200.0
Tanzania,1982,1630.0,7070.0,18700.0
Tanzania,1983,1600.0,7210.0,18800.0
Tanzania,1984,1670.0,6970.0,18400.0
Tanzania,1985,1760.0,7200.0,18700.0
Tanzania,1986,1860.0,7280.0,19100.0
Tanzania,1987,1900.0,7460.0,19800.0
Tanzania,1988,1980.0,7460.0,20000.0
Tanzania,1989,2000.0,7670.0,20400.0
Tanzania,1990,2110.0,7700.0,20700.0
Tanzania,1991,2240.0,7820.0,21000.0
Tanzania,1992,2080.0,7910.0,21100.0
Tanzania,1993,2180.0,8020.0,21700.0
Tanzania,1994,2160.0,8060.0,22000.0
Tanzania,1995,2960.0,8990.0,24200.0
Tanzania,1996,3480.0,8350.0,23200.0
Tanzania,1997,3210.0,8440.0,23300.0
Tanzania,1998,2850.0,8690.0,24700.0
Tanzania,1999,2650.0,9800.0,27400.0
Tanzania,2000,3040.0,9760.0,27800.0
Tanzania,2001,3260.0,10000.0,28400.0
Tanzania,2002,3720.0,10400.0,29100.0
Tanzania,2003,3950.0,10800.0,30100.0
Tanzania,2004,4460.0,11000.0,30700.0
Tanzania,2005,5700.0,11100.0,32500.0
Tanzania,2006,6090.0,11600.0,33600.0
Tanzania,2007,5940.0,11700.0,33800.0
Tanzania,2008,6230.0,12000.0,35600.0
Tanzania,2009,5970.0,12200.0,36000.0
Tanzania,2010,6510.0,12400.0,37700.0
Tanzania,2011,7730.0,13600.0,40200.0
Tanzania,2012,8910.0,13400.0,39400.0
Thailand,1970,8720.0,82400.0,18100.0
Thailand,1971,8480.0,83200.0,18100.0
Thailand,1972,8500.0,80200.0,20500.0
Thailand,1973,8630.0,86800.0,23100.0
Thailand,1974,8770.0,83600.0,23200.0
Thailand,1975,9000.0,91200.0,23700.0
Thailand,1976,9600.0,90400.0,27100.0
Thailand,1977,9860.0,94200.0,30000.0
Thailand,1978,10200.0,96100.0,33300.0
Thailand,1979,9900.0,93300.0,35400.0
Thailand,1980,9740.0,95500.0,37200.0
Thailand,1981,10600.0,96000.0,36500.0
Thailand,1982,11000.0,95100.0,35400.0
Thailand,1983,11700.0,97200.0,39300.0
Thailand,1984,11900.0,97400.0,43100.0
Thailand,1985,12300.0,99700.0,48400.0
Thailand,1986,12800.0,96000.0,49900.0
Thailand,1987,12900.0,96300.0,57600.0
Thailand,1988,13600.0,101000.0,65700.0
Thailand,1989,14300.0,102000.0,76500.0
Thailand,1990,14800.0,96300.0,92900.0
Thailand,1991,15300.0,100000.0,103000.0
Thailand,1992,16200.0,100000.0,112000.0
Thailand,1993,17300.0,95600.0,127000.0
Thailand,1994,17400.0,98400.0,142000.0
Thailand,1995,16700.0,96000.0,161000.0
Thailand,1996,16900.0,95100.0,181000.0
Thailand,1997,16800.0,97500.0,185000.0
Thailand,1998,16700.0,93100.0,163000.0
Thailand,1999,17600.0,94600.0,171000.0
Thailand,2000,16700.0,93600.0,171000.0
Thailand,2001,16900.0,95000.0,180000.0
Thailand,2002,17400.0,95500.0,191000.0
Thailand,2003,18200.0,94700.0,200000.0
Thailand,2004,18200.0,98400.0,218000.0
Thailand,2005,17500.0,101000.0,226000.0
Thailand,2006,17200.0,103000.0,229000.0
Thailand,2007,19900.0,108000.0,234000.0
Thailand,2008,19900.0,110000.0,237000.0
Thailand,2009,21400.0,113000.0,230000.0
Thailand,2010,21900.0,120000.0,247000.0
Thailand,2011,22300.0,117000.0,253000.0
Thailand,2012,22300.0,122000.0,263000.0
Timor-Leste,1970,50.8,158.0,501.0
Timor-Leste,1971,51.2,159.0,519.0
Timor-Leste,1972,50.9,169.0,563.0
Timor-Leste,1973,51.2,168.0,573.0
Timor-Leste,1974,52.9,165.0,566.0
Timor-Leste,1975,56.7,148.0,537.0
Timor-Leste,1976,50.4,131.0,489.0
Timor-Leste,1977,51.7,111.0,441.0
Timor-Leste,1978,111.0,97.4,404.0
Timor-Leste,1979,86.0,77.1,348.0
Timor-Leste,1980,59.4,66.6,328.0
Timor-Leste,1981,63.3,66.8,334.0
Timor-Leste,1982,66.5,71.7,348.0
Timor-Leste,1983,70.6,75.0,369.0
Timor-Leste,1984,72.7,77.9,397.0
Timor-Leste,1985,65.0,81.7,400.0
Timor-Leste,1986,60.3,84.4,405.0
Timor-Leste,1987,66.5,86.8,406.0
Timor-Leste,1988,63.6,86.4,388.0
Timor-Leste,1989,63.9,95.5,402.0
Timor-Leste,1990,64.0,101.0,430.0
Timor-Leste,1991,65.8,112.0,508.0
Timor-Leste,1992,60.3,120.0,482.0
Timor-Leste,1993,58.2,128.0,498.0
Timor-Leste,1994,68.9,152.0,618.0
Timor-Leste,1995,81.1,155.0,653.0
Timor-Leste,1996,75.4,158.0,583.0
Timor-Leste,1997,66.5,162.0,556.0
Timor-Leste,1998,124.0,169.0,745.0
Timor-Leste,1999,223.0,145.0,886.0
Timor-Leste,2000,300.0,154.0,1030.0
Timor-Leste,2001,193.0,179.0,991.0
Timor-Leste,2002,175.0,181.0,954.0
Timor-Leste,2003,178.0,177.0,983.0
Timor-Leste,2004,424.0,175.0,1570.0
Timor-Leste,2005,251.0,182.0,1250.0
Timor-Leste,2006,252.0,183.0,1420.0
Timor-Leste,2007,206.0,184.0,1890.0
Timor-Leste,2008,223.0,188.0,1910.0
Timor-Leste,2009,272.0,194.0,2030.0
Timor-Leste,2010,290.0,194.0,1910.0
Timor-Leste,2011,334.0,189.0,1910.0
